Count,lat,lng,Color,Header,k_population,Delay,Delay with DST,#1_%aft7:00,#1 hour,#2_%aft7:00,#2 hour,#3_%aft7:00,#3 hour,#4_%aft7:00,#4 hour,#5_%aft7:00,#5 hour,B_Delay,B_Delay with DST,B_#1_%aft7:00,B_#1 hour,B_#2_%aft7:00,B_#2 hour,B_#3_%aft7:00,B_#3 hour,B_#4_%aft7:00,B_#4 hour,B_#5_%aft7:00,B_#5 hour,change_flag,B_FIPS - county,B_T/zone,FIPS - county,T/zone,population
1318,0,0,5,"Becker, MN",35 k,23,83,34%,8:10,34%,8:10,46%,8:10,53%,8:10,55%,9:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1319,0,0,5,"Beltrami, MN",46 k,20,80,34%,8:10,34%,8:10,45%,8:10,52%,8:10,53%,9:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1320,0,0,4,"Benton, MN",41 k,16,76,32%,8:00,32%,8:00,42%,8:00,49%,8:00,52%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1321,0,0,5,"Big Stone, MN",5 k,26,86,35%,8:05,35%,8:05,47%,8:05,55%,8:05,56%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1322,0,0,4,"Blue Earth, MN",69 k,16,76,30%,7:50,30%,7:50,41%,7:50,48%,7:55,53%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1323,0,0,5,"Brown, MN",26 k,19,79,32%,7:55,32%,7:55,43%,7:55,51%,7:55,54%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1324,0,0,4,"Carlton, MN",36 k,11,71,30%,7:55,30%,7:55,39%,7:55,46%,7:55,50%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1325,0,0,4,"Carver, MN",106 k,15,75,31%,7:55,31%,7:55,41%,7:55,48%,7:55,52%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1326,0,0,4,"Cass, MN",30 k,17,77,32%,8:05,32%,8:05,43%,8:05,50%,8:05,53%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1327,0,0,5,"Chippewa, MN",13 k,22,82,33%,8:00,33%,8:00,45%,8:00,53%,8:00,55%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1328,0,0,4,"Chisago, MN",56 k,12,72,30%,7:50,30%,7:50,39%,7:50,46%,7:50,51%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1329,0,0,5,"Clay, MN",65 k,26,86,35%,8:10,35%,8:10,47%,8:10,55%,8:10,56%,9:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1330,0,0,5,"Clearwater, MN",9 k,22,82,34%,8:10,34%,8:10,46%,8:10,52%,8:10,54%,9:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1331,0,0,3,"Cook, MN",6 k,2,62,28%,7:55,28%,7:55,36%,7:55,41%,7:55,47%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1332,0,0,5,"Cottonwood, MN",11 k,21,81,32%,7:55,32%,7:55,44%,7:55,52%,8:00,55%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1333,0,0,4,"Crow Wing, MN",66 k,16,76,32%,8:00,32%,8:00,42%,8:00,50%,8:00,52%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1334,0,0,4,"Dakota, MN",436 k,12,72,29%,7:50,29%,7:50,39%,7:50,46%,7:50,51%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1335,0,0,4,"Dodge, MN",21 k,11,71,29%,7:45,29%,7:45,39%,7:45,45%,7:50,51%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1336,0,0,5,"Douglas, MN",39 k,22,82,33%,8:05,33%,8:05,45%,8:05,53%,8:05,55%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1337,0,0,4,"Faribault, MN",14 k,16,76,30%,7:50,30%,7:50,41%,7:50,48%,7:55,53%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1338,0,0,4,"Fillmore, MN",21 k,8,68,27%,7:40,27%,7:40,36%,7:40,42%,7:45,50%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1339,0,0,4,"Freeborn, MN",31 k,13,73,29%,7:50,29%,7:50,39%,7:50,46%,7:50,52%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1340,0,0,4,"Goodhue, MN",48 k,11,71,29%,7:50,29%,7:50,38%,7:50,45%,7:50,50%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1341,0,0,5,"Grant, MN",6 k,24,84,34%,8:05,34%,8:05,47%,8:05,54%,8:05,55%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1342,0,0,4,"Hennepin, MN","1,270 k",14,74,30%,7:55,30%,7:55,41%,7:55,47%,7:55,52%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1343,0,0,3,"Houston, MN",19 k,6,66,26%,7:40,26%,7:40,35%,7:40,41%,7:45,49%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1344,0,0,5,"Hubbard, MN",21 k,20,80,33%,8:05,33%,8:05,45%,8:05,52%,8:05,53%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1345,0,0,4,"Isanti, MN",41 k,13,73,30%,7:55,30%,7:55,40%,7:55,47%,7:55,51%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1346,0,0,4,"Itasca, MN",45 k,15,75,32%,8:05,32%,8:05,42%,8:05,49%,8:05,52%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1347,0,0,5,"Jackson, MN",10 k,21,81,32%,7:55,32%,7:55,44%,7:55,52%,8:00,55%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1348,0,0,4,"Kanabec, MN",16 k,13,73,30%,7:55,30%,7:55,41%,7:55,47%,7:55,51%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1349,0,0,5,"Kandiyohi, MN",44 k,20,80,33%,8:00,33%,8:00,44%,8:00,52%,8:00,54%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1350,0,0,5,"Kittson, MN",4 k,27,87,36%,8:20,36%,8:20,48%,8:20,55%,8:20,56%,9:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1351,0,0,4,"Koochiching, MN",12 k,15,75,33%,8:05,33%,8:05,43%,8:05,49%,8:05,52%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1352,0,0,5,"Lac qui Parle, MN",7 k,25,85,34%,8:05,34%,8:05,47%,8:05,54%,8:05,56%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1353,0,0,3,"Lake, MN",11 k,6,66,29%,7:55,29%,7:55,38%,7:55,43%,7:55,48%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1354,0,0,5,"Lake of the Woods, MN",4 k,20,80,34%,8:15,34%,8:15,45%,8:15,51%,8:15,53%,9:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1355,0,0,4,"Le Sueur, MN",29 k,15,75,30%,7:50,30%,7:50,41%,7:50,48%,7:55,52%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1356,0,0,5,"Lincoln, MN",6 k,25,85,34%,8:00,34%,8:00,47%,8:00,55%,8:05,56%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1357,0,0,5,"Lyon, MN",25 k,23,83,33%,8:00,33%,8:00,46%,8:00,53%,8:00,55%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1358,0,0,4,"McLeod, MN",37 k,17,77,31%,7:55,31%,7:55,42%,7:55,50%,7:55,53%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1359,0,0,5,"Mahnomen, MN",5 k,23,83,35%,8:10,35%,8:10,47%,8:10,53%,8:10,55%,9:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1360,0,0,5,"Marshall, MN",9 k,25,85,36%,8:20,36%,8:20,47%,8:20,54%,8:20,55%,9:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1361,0,0,4,"Martin, MN",20 k,18,78,31%,7:50,31%,7:50,42%,7:50,50%,7:55,54%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1362,0,0,4,"Meeker, MN",23 k,18,78,32%,8:00,32%,8:00,43%,8:00,50%,8:00,53%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1363,0,0,4,"Mille Lacs, MN",26 k,15,75,31%,7:55,31%,7:55,41%,7:55,48%,7:55,52%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1364,0,0,4,"Morrison, MN",34 k,17,77,32%,8:00,32%,8:00,43%,8:00,50%,8:00,53%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1365,0,0,4,"Mower, MN",40 k,11,71,28%,7:45,28%,7:45,38%,7:45,44%,7:50,51%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1366,0,0,5,"Murray, MN",8 k,23,83,33%,8:00,33%,8:00,45%,8:00,53%,8:00,55%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1367,0,0,4,"Nicollet, MN",34 k,17,77,31%,7:55,31%,7:55,42%,7:55,49%,7:55,53%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1368,0,0,5,"Nobles, MN",22 k,23,83,33%,7:55,33%,7:55,45%,7:55,53%,8:00,55%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1369,0,0,5,"Norman, MN",7 k,26,86,35%,8:15,35%,8:15,47%,8:15,55%,8:15,56%,9:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1370,0,0,4,"Olmsted, MN",161 k,10,70,28%,7:45,28%,7:45,37%,7:45,44%,7:45,50%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1371,0,0,5,"Otter Tail, MN",60 k,23,83,34%,8:05,34%,8:05,46%,8:05,53%,8:05,55%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1372,0,0,5,"Pennington, MN",14 k,24,84,35%,8:15,35%,8:15,47%,8:15,54%,8:15,55%,9:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1373,0,0,4,"Pine, MN",29 k,11,71,30%,7:55,30%,7:55,39%,7:55,46%,7:55,50%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1374,0,0,5,"Pipestone, MN",9 k,25,85,34%,8:00,34%,8:00,47%,8:00,55%,8:05,56%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1375,0,0,5,"Polk, MN",31 k,26,86,36%,8:15,36%,8:15,47%,8:15,54%,8:15,55%,9:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1376,0,0,5,"Pope, MN",11 k,22,82,33%,8:05,33%,8:05,45%,8:05,53%,8:05,55%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1377,0,0,4,"Ramsey, MN",549 k,12,72,30%,7:50,30%,7:50,39%,7:50,46%,7:50,51%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1378,0,0,5,"Red Lake, MN",4 k,24,84,35%,8:15,35%,8:15,47%,8:15,54%,8:15,55%,9:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1379,0,0,5,"Redwood, MN",15 k,21,81,32%,8:00,32%,8:00,44%,8:00,52%,8:00,55%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1380,0,0,5,"Renville, MN",15 k,20,80,32%,8:00,32%,8:00,44%,8:00,52%,8:00,54%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1381,0,0,4,"Rice, MN",67 k,13,73,29%,7:50,29%,7:50,39%,7:50,46%,7:50,52%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1382,0,0,5,"Rock, MN",10 k,25,85,33%,8:00,33%,8:00,47%,8:00,55%,8:00,56%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1383,0,0,5,"Roseau, MN",15 k,23,83,35%,8:20,35%,8:20,46%,8:20,53%,8:20,54%,9:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1384,0,0,4,"St. Louis, MN",200 k,10,70,31%,8:00,31%,8:00,40%,8:00,46%,8:00,50%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1385,0,0,4,"Scott, MN",150 k,14,74,30%,7:50,30%,7:50,41%,7:50,47%,7:55,52%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1386,0,0,4,"Sherburne, MN",96 k,15,75,31%,7:55,31%,7:55,42%,7:55,48%,7:55,52%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1387,0,0,4,"Sibley, MN",15 k,17,77,31%,7:55,31%,7:55,42%,7:55,50%,7:55,53%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1388,0,0,4,"Stearns, MN",158 k,18,78,32%,8:00,32%,8:00,43%,8:00,51%,8:00,53%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1389,0,0,4,"Steele, MN",37 k,13,73,29%,7:50,29%,7:50,39%,7:50,46%,7:50,52%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1390,0,0,5,"Stevens, MN",10 k,24,84,34%,8:05,34%,8:05,47%,8:05,54%,8:05,55%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1391,0,0,5,"Swift, MN",10 k,23,83,33%,8:05,33%,8:05,46%,8:05,53%,8:05,55%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1392,0,0,5,"Todd, MN",25 k,20,80,33%,8:05,33%,8:05,44%,8:05,51%,8:05,53%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1393,0,0,5,"Traverse, MN",3 k,26,86,35%,8:10,35%,8:10,47%,8:10,55%,8:10,56%,9:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1394,0,0,4,"Wabasha, MN",21 k,9,69,28%,7:45,28%,7:45,37%,7:45,43%,7:45,50%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1395,0,0,5,"Wadena, MN",14 k,20,80,33%,8:05,33%,8:05,45%,8:05,52%,8:05,53%,9:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1396,0,0,4,"Waseca, MN",19 k,14,74,30%,7:50,30%,7:50,40%,7:50,47%,7:50,52%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1397,0,0,4,"Washington, MN",265 k,12,72,29%,7:50,29%,7:50,39%,7:50,46%,7:50,51%,8:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1398,0,0,4,"Watonwan, MN",11 k,18,78,31%,7:55,31%,7:55,43%,7:55,50%,7:55,54%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1399,0,0,5,"Wilkin, MN",6 k,26,86,35%,8:10,35%,8:10,47%,8:10,55%,8:10,56%,9:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1400,0,0,4,"Winona, MN",50 k,7,67,27%,7:40,27%,7:40,36%,7:40,41%,7:45,49%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1401,0,0,4,"Wright, MN",140 k,16,76,31%,7:55,31%,7:55,42%,7:55,49%,7:55,52%,8:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1402,0,0,5,"Yellow Medicine, MN",10 k,23,83,33%,8:00,33%,8:00,46%,8:00,54%,8:05,55%,9:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1403,0,0,3,"Adams, MS",30 k,5,65,11%,7:05,11%,7:05,18%,7:20,24%,7:25,48%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1404,0,0,3,"Alcorn, MS",35 k,-6,54,7%,7:00,7%,7:00,11%,7:10,15%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1405,0,0,3,"Amite, MS",13 k,3,63,7%,7:00,7%,7:00,14%,7:15,19%,7:20,47%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1406,0,0,3,"Attala, MS",18 k,-2,58,7%,7:00,7%,7:00,11%,7:15,16%,7:15,44%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1407,0,0,3,"Benton, MS",8 k,-3,57,10%,7:05,10%,7:05,15%,7:15,19%,7:20,44%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1408,0,0,3,"Bolivar, MS",31 k,4,64,14%,7:10,14%,7:10,21%,7:20,27%,7:25,47%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1409,0,0,3,"Calhoun, MS",13 k,-3,57,8%,7:05,8%,7:05,13%,7:15,17%,7:20,44%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1410,0,0,3,"Carroll, MS",10 k,0,60,9%,7:05,9%,7:05,15%,7:15,19%,7:20,45%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1411,0,0,3,"Chickasaw, MS",17 k,-4,56,6%,7:00,6%,7:00,10%,7:10,14%,7:15,43%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1412,0,0,3,"Choctaw, MS",8 k,-3,57,5%,7:00,5%,7:00,10%,7:15,14%,7:15,43%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1413,0,0,3,"Claiborne, MS",9 k,4,64,10%,7:05,10%,7:05,17%,7:20,23%,7:20,47%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1414,0,0,3,"Clarke, MS",16 k,-5,55,0%,6:55,0%,6:55,3%,7:10,7%,7:15,42%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1415,0,0,3,"Clay, MS",19 k,-5,55,2%,7:00,2%,7:00,6%,7:10,10%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1416,0,0,3,"Coahoma, MS",22 k,2,62,14%,7:10,14%,7:10,20%,7:20,26%,7:25,47%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1417,0,0,3,"Copiah, MS",28 k,2,62,8%,7:05,8%,7:05,13%,7:15,19%,7:20,46%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1418,0,0,3,"Covington, MS",18 k,-2,58,0%,7:00,0%,7:00,4%,7:10,9%,7:15,44%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1419,0,0,3,"DeSoto, MS",183 k,0,60,13%,7:10,13%,7:10,19%,7:20,24%,7:20,45%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1420,0,0,3,"Forrest, MS",78 k,-3,57,0%,6:55,0%,6:55,4%,7:10,8%,7:15,43%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1421,0,0,3,"Franklin, MS",8 k,4,64,9%,7:05,9%,7:05,15%,7:15,21%,7:20,47%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1422,0,0,3,"George, MS",24 k,-5,55,0%,6:55,0%,6:55,3%,7:05,7%,7:10,41%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1423,0,0,3,"Greene, MS",14 k,-5,55,0%,6:55,0%,6:55,3%,7:10,7%,7:15,41%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1424,0,0,3,"Grenada, MS",22 k,-1,59,10%,7:05,10%,7:05,15%,7:15,20%,7:20,45%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1425,0,0,3,"Hancock, MS",46 k,-2,58,0%,6:55,0%,6:55,4%,7:10,8%,7:15,43%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1426,0,0,3,"Harrison, MS",207 k,-4,56,0%,6:55,0%,6:55,3%,7:10,8%,7:15,42%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1427,0,0,3,"Hinds, MS",231 k,2,62,9%,7:05,9%,7:05,15%,7:15,20%,7:20,46%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1428,0,0,3,"Holmes, MS",17 k,0,60,9%,7:05,9%,7:05,15%,7:15,20%,7:20,45%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1429,0,0,3,"Humphreys, MS",8 k,2,62,12%,7:05,12%,7:05,18%,7:20,23%,7:20,46%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1430,0,0,3,"Issaquena, MS",1 k,4,64,12%,7:05,12%,7:05,19%,7:20,25%,7:25,47%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1431,0,0,3,"Itawamba, MS",24 k,-7,53,1%,7:00,1%,7:00,4%,7:10,8%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1432,0,0,3,"Jackson, MS",143 k,-5,55,0%,6:50,0%,6:50,2%,7:05,7%,7:10,41%,7:50,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1433,0,0,3,"Jasper, MS",16 k,-4,56,0%,7:00,0%,7:00,4%,7:10,8%,7:15,43%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1434,0,0,3,"Jefferson, MS",7 k,4,64,10%,7:05,10%,7:05,17%,7:20,23%,7:20,47%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1435,0,0,3,"Jefferson Davis, MS",11 k,-1,59,0%,7:00,0%,7:00,5%,7:15,10%,7:15,44%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1436,0,0,3,"Jones, MS",67 k,-3,57,0%,6:55,0%,6:55,4%,7:10,8%,7:15,43%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1437,0,0,3,"Kemper, MS",9 k,-5,55,0%,6:55,0%,6:55,3%,7:10,7%,7:15,42%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1438,0,0,3,"Lafayette, MS",56 k,-2,58,10%,7:05,10%,7:05,15%,7:15,19%,7:20,44%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1439,0,0,3,"Lamar, MS",64 k,-2,58,0%,6:55,0%,6:55,4%,7:10,9%,7:15,43%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1440,0,0,3,"Lauderdale, MS",74 k,-5,55,0%,6:55,0%,6:55,3%,7:10,7%,7:15,42%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1441,0,0,3,"Lawrence, MS",12 k,0,60,3%,7:00,3%,7:00,8%,7:15,14%,7:20,45%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1442,0,0,3,"Leake, MS",21 k,-2,58,5%,7:00,5%,7:00,9%,7:15,14%,7:15,44%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
